step,epoch,loss,reward_mean,reward_std,frac_zero_std,completion_len,clip_ratio,entropy,lr
1,0.0011,0.02058275416493416,0.53515625,0.5013698935508728,0.125,143.59896850585938,0.0,0.19469169527292252,0.0
2,0.0022,-0.05988284572958946,,,,,0.0,0.18539821356534958,1.7857142857142858e-07
3,0.0033,-0.03674984350800514,,,,,0.000896577606908977,0.1994427666068077,3.5714285714285716e-07
4,0.0043,-0.005438162013888359,,,,,0.0004590595344780013,0.2012534961104393,5.357142857142857e-07
5,0.0054,-0.013221872970461845,,,,,0.0007235889788717031,0.18858004361391068,7.142857142857143e-07
6,0.0065,0.01415290404111147,,,,,0.0010011199046857655,0.20314356684684753,8.928571428571429e-07
7,0.0076,0.01770947128534317,,,,,0.0007666877936571836,0.20690197497606277,1.0714285714285714e-06
8,0.0087,0.05342324823141098,,,,,0.0004564820555970073,0.1952090933918953,1.25e-06
9,0.0098,0.037409182637929916,0.4947916865348816,0.5006251335144043,0.0833333358168602,136.3515625,0.0004681647988036275,0.17255432903766632,1.4285714285714286e-06
10,0.0109,0.025889795273542404,,,,,0.0013813928526360542,0.18975594639778137,1.6071428571428574e-06
11,0.012,0.030769240111112595,,,,,0.0006101296603446826,0.17741719633340836,1.7857142857142859e-06
12,0.013,-0.024404166266322136,,,,,0.0009437929547857493,0.1961643248796463,1.9642857142857144e-06
13,0.0141,-0.018702924251556396,,,,,0.0005789442220702767,0.17438987642526627,2.1428571428571427e-06
14,0.0152,0.005335343070328236,,,,,0.00043516099685803056,0.2143719494342804,2.321428571428572e-06
15,0.0163,-0.024740250781178474,,,,,0.0006571531121153384,0.19044914841651917,2.5e-06
16,0.0174,0.0023408387787640095,,,,,0.0,0.1821213811635971,2.6785714285714285e-06
17,0.0185,-0.011108962818980217,0.6731771230697632,0.47174397110939026,0.0833333358168602,135.1640625,0.0006404110754374415,0.16430142521858215,2.8571428571428573e-06
18,0.0196,0.010347560979425907,,,,,0.0011628958745859563,0.15407080948352814,3.0357142857142856e-06
19,0.0207,0.012403271161019802,,,,,0.0008858854416757822,0.1524285227060318,3.2142857142857147e-06
20,0.0217,0.020843902602791786,,,,,0.00047125801211223006,0.15406513959169388,3.3928571428571435e-06
21,0.0228,-0.04997311532497406,,,,,0.0012074154219590127,0.15835200995206833,3.5714285714285718e-06
22,0.0239,0.044879987835884094,,,,,0.0010083183587994426,0.16593333333730698,3.7500000000000005e-06
23,0.025,-0.039503585547208786,,,,,0.0007819184975232929,0.16769655793905258,3.928571428571429e-06
24,0.0261,-0.03068758174777031,,,,,0.0,0.17436129599809647,4.107142857142857e-06
25,0.0272,-0.029279697686433792,0.5026041865348816,0.5006455183029175,0.0,147.2994842529297,0.0011856068158522248,0.17388740926980972,4.2857142857142855e-06
26,0.0283,-0.055286955088377,,,,,0.0013967634877189994,0.1734742671251297,4.464285714285715e-06
27,0.0293,-0.015208786353468895,,,,,0.0013602715043816715,0.1837969422340393,4.642857142857144e-06
28,0.0304,0.0019998010247945786,,,,,0.0012652885634452105,0.19192463904619217,4.821428571428572e-06
29,0.0315,0.06897734850645065,,,,,0.0010853420826606452,0.18580996990203857,5e-06
30,0.0326,0.025421805679798126,,,,,0.0006496382702607661,0.18805649131536484,4.999999409802593e-06
31,0.0337,-0.02176010236144066,,,,,0.0006735935749020427,0.19660429656505585,4.999997639210647e-06
32,0.0348,0.029908347874879837,,,,,0.0007676338427700102,0.17955677211284637,4.9999946882250005e-06
33,0.0359,-0.006816560868173838,0.5703125,0.49567729234695435,0.0416666679084301,137.9375,0.00029455081676132977,0.1834123358130455,4.999990556847045e-06
34,0.037,-0.052260369062423706,,,,,0.0009232776064891368,0.18319638818502426,4.9999852450787335e-06
35,0.038,0.019833283498883247,,,,,0.0012111726682633162,0.16904549300670624,4.999978752922572e-06
36,0.0391,0.029437683522701263,,,,,0.0004390937101561576,0.18231665343046188,4.999971080381626e-06
37,0.0402,0.05977991595864296,,,,,0.0012545502395369112,0.1759025752544403,4.9999622274595195e-06
38,0.0413,0.0063054319471120834,,,,,0.00016622339899186045,0.18879416584968567,4.999952194160431e-06
39,0.0424,-0.013077711686491966,,,,,0.0003156030725222081,0.15484578162431717,4.999940980489098e-06
40,0.0435,-0.03595735505223274,,,,,0.0003004546742886305,0.18589654564857483,4.9999285864508175e-06
41,0.0446,0.0677110105752945,0.5299479365348816,0.5017088055610657,0.1666666716337204,136.6796875,0.0013638459786307067,0.23634544759988785,4.999915012051437e-06
42,0.0457,-0.00787431187927723,,,,,0.0009721321985125542,0.18394596129655838,4.99990025729737e-06
43,0.0467,0.01864638738334179,,,,,0.0013846712827216834,0.19457577168941498,4.999884322195581e-06
44,0.0478,-0.08524522185325623,,,,,0.00033602150506339967,0.1802777796983719,4.999867206753593e-06
45,0.0489,0.04111308604478836,,,,,0.000999206880806014,0.22613297402858734,4.999848910979489e-06
46,0.05,-0.009748918935656548,,,,,0.0007445403607562184,0.20714400708675385,4.999829434881907e-06
47,0.0511,-0.006812324747443199,,,,,0.0009642444783821702,0.19914597272872925,4.9998087784700426e-06
48,0.0522,0.04031036049127579,,,,,0.00031208901782520115,0.18776339292526245,4.999786941753649e-06
49,0.0533,-0.07046693563461304,0.5403646230697632,0.5048701167106628,0.0833333358168602,141.84896850585938,0.0004564820555970073,0.19392524659633636,4.999763924743036e-06
50,0.0543,-0.02699803002178669,,,,,0.0011499641695991158,0.1902640163898468,4.999739727449073e-06
51,0.0554,0.025249306112527847,,,,,0.0005767012480646372,0.19499900192022324,4.999714349883183e-06
52,0.0565,-0.00814836099743843,,,,,0.0011228739749640226,0.18689266592264175,4.999687792057349e-06
53,0.0576,0.032369256019592285,,,,,0.001336674322374165,0.18704912066459656,4.99966005398411e-06
54,0.0587,-0.028492853045463562,,,,,0.00044392948620952666,0.18045491725206375,4.999631135676564e-06
55,0.0598,0.04733460396528244,,,,,0.0017032050236593932,0.184394009411335,4.9996010371483635e-06
56,0.0609,0.024171048775315285,,,,,0.0008888022275641561,0.1911669746041298,4.999569758413721e-06
57,0.062,-0.00907681230455637,0.6223958730697632,0.4894377887248993,0.0833333358168602,139.5885467529297,0.00029584595176856965,0.18156643956899643,4.999537299487404e-06
58,0.063,-0.019943678751587868,,,,,0.00017041582032106817,0.2096177265048027,4.999503660384739e-06
